# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
16

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,Fuselage,0,HVYNISNPNK,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,31,17
# x,y,z,u,w
3.840943104977216471e+00, -1.147341047696044392e+00, -3.940869565217393067e-01, 3.840943104977216027e+00, 1.147341047696044392e+00, -3.940869565217393067e-01, 3.846082535557339810e+00, -2.220446049250313081e-16, -3.940869565217394177e-01, 3.844308757912362040e+00, 2.220446049250313081e-16, -3.940869565217394177e-01, 9.131656459510905099e-01, 5.000000000000000000e-01, 2.294682095392088783e+00, 3.768750829078317821e+00, 4.293833760152343082e+00, -2.676990561017960743e-16, 9.918883277897964090e-01, 1.177711392422202907e+00, -8.335550418112550940e-17, 3.685104285665313562e+00, -1.000000000000000000e+00, -1.935297315222140915e-16, -8.566382404973575957e-17, 3.429675040108734585e+00, 3.429675040108734141e+00, 1.399999999999999911e+00, -1.935297315222140915e-16, 8.566382404973575957e-17, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.657849686951154815e-32, -1.935297315222140915e-16, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -8.566382404973575957e-17, 0.000000000000000000e+00, 1.147341047696045058e+00, -3.940869565217396397e-01, 3.840943104977216471e+00, 1.000000000000000000e+00, -1.935297315222140915e-16, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.566382404973575957e-17, 1.657849686951154815e-32, -1.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, -1.935297315222140915e-16, -8.566382404973575957e-17, 0.000000000000000000e+00, 3.840943104977216471e+00, -1.147341047696044392e+00, -3.940869565217393067e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.389948851585502965e+00, -1.159137668160999279e+00, -3.233043478260875236e-01, 4.389948851585502965e+00, 1.159137668160999279e+00, -3.233043478260875236e-01, 4.393324522433786683e+00, -2.220446049250313081e-16, -3.233043478260876347e-01, 4.392206931189938324e+00, 0.000000000000000000e+00, -3.233043478260875792e-01, 1.012127364035779964e+00, 5.000000000000000000e-01, 2.318275336321998559e+00, 4.879681681231645030e+00, 4.770953794687561533e+00, -3.393029525337082949e-16, 1.400629362842882975e+00, 1.358858474272870875e+00, 3.074010486452581888e-16, 4.163413710141557367e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.640347285772469021e+00, 3.640347285772468133e+00, 1.600000000000000089e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.159137668160999279e+00, -3.233043478260875236e-01, 4.389948851585502965e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.389948851585502965e+00, -1.159137668160999279e+00, -3.233043478260875236e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.942636398795858810e+00, -1.153253162114272534e+00, -2.640000000000009006e-01, 4.942636398795858810e+00, 1.153253162114272534e+00, -2.640000000000009006e-01, 4.943750062159122827e+00, 0.000000000000000000e+00, -2.640000000000010671e-01, 4.943394525412530882e+00, 0.000000000000000000e+00, -2.640000000000010116e-01, 1.102549170740939610e+00, 5.000000000000000000e-01, 2.306506324228545068e+00, 5.827559590596457895e+00, 5.020234085836573712e+00, 5.229996021350966022e-16, 1.769549992477370770e+00, 1.452814509463037362e+00, 5.454003410264164917e-16, 4.488422578230416349e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 3.784453177680344956e-16, 3.786416266644502926e+00, 3.786416266644502926e+00, 1.800000000000000044e+00, 0.000000000000000000e+00, -3.784453177680344956e-16, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 3.784453177680344956e-16, 0.000000000000000000e+00, 1.153253162114272534e+00, -2.639999999999990132e-01, 4.942636398795858810e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.784453177680344956e-16, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 3.784453177680344956e-16, 0.000000000000000000e+00, 4.942636398795858810e+00, -1.153253162114272534e+00, -2.640000000000009006e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
5.500000000000000000e+00, -1.147363636363636363e+00, -2.391304347826097576e-01, 5.500000000000000000e+00, 1.147363636363636363e+00, -2.391304347826097576e-01, 5.500000000000000000e+00, 2.220446049250313081e-16, -2.391304347826098131e-01, 5.500000000000000000e+00, 0.000000000000000000e+00, -2.391304347826098686e-01, 1.142857142857143016e+00, 5.000000000000000000e-01, 2.294727272727272727e+00, 6.229102096507979525e+00, 5.088976716456634186e+00, 1.346001593011630225e-15, 1.929810151000868057e+00, 1.477510896860037670e+00, -2.334832663908697299e-18, 4.606136378769612350e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 7.351507364190021978e-16, 3.841587538185974537e+00, 3.841587538185974982e+00, 2.000000000000000000e+00, 0.000000000000000000e+00, -7.351507364190021978e-16, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 7.351507364190021978e-16, 0.000000000000000000e+00, 1.147363636363636363e+00, -2.391304347826057053e-01, 5.500000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -7.351507364190021978e-16, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 7.351507364190021978e-16, 0.000000000000000000e+00, 5.500000000000000000e+00, -1.147363636363636363e+00, -2.391304347826097576e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
6.254275658487438605e+00, -1.170626459504132244e+00, -3.239225060072524753e-01, 6.254275658487439493e+00, 1.170626459504132244e+00, -3.239225060072530304e-01, 6.254275658487438605e+00, -2.220446049250313081e-16, -2.499750465202085215e-01, 6.254275658487438605e+00, -2.220446049250313081e-16, -2.511734041902787817e-01, 1.136444920934388092e+00, 5.000000000000000000e-01, 2.341252919008264488e+00, 6.528106736713354508e+00, 5.385121306720665579e+00, 9.762078051172177703e-16, 2.054640267529176612e+00, 1.593344670936408969e+00, 6.616359247747160506e-17, 4.767589286832551565e+00, -1.000000000000000000e+00, 3.793603042580938311e-16, 5.048742388549800155e-16, 4.048847633368678700e+00, 3.767061890830561310e+00, 2.200000000000000178e+00, 3.793603042580936832e-16, -5.048742388549801141e-16, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, -2.371001901613083609e-16, 3.793603042580938311e-16, 0.000000000000000000e+00, -2.371001901613085581e-16, -1.000000000000000000e+00, 5.048742388549800155e-16, 0.000000000000000000e+00, 1.170626459504129802e+00, -3.239225060072495888e-01, 6.254275658487439493e+00, 1.000000000000000000e+00, 3.793603042580936832e-16, 1.000000000000000000e+00, -2.371001901613085581e-16, 0.000000000000000000e+00, -5.048742388549801141e-16, -2.371001901613083609e-16, -1.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 3.793603042580938311e-16, 5.048742388549800155e-16, 0.000000000000000000e+00, 6.254275658487438605e+00, -1.170626459504132244e+00, -3.239225060072524753e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.310787320264387823e+00, -1.226099345454545464e+00, -5.261189835429382899e-01, 7.310787320264388711e+00, 1.226099345454545464e+00, -5.261189835429402883e-01, 7.310787320264387823e+00, -4.440892098500626162e-16, -2.767556692895077886e-01, 7.310787320264387823e+00, -2.220446049250313081e-16, -2.800204840840317955e-01, 1.122136150794484033e+00, 5.000000000000001110e-01, 2.452198690909090928e+00, 7.349369513929902453e+00, 6.199826022948655257e+00, 9.066148918162144410e-16, 2.404235276050951331e+00, 1.918298304094364859e+00, 5.761699316294179022e-16, 5.189677378776661243e+00, -1.000000000000000000e+00, 3.621967595826649120e-16, 1.394471350797098349e-16, 4.556946354192003668e+00, 3.609114623712089021e+00, 2.399999999999999911e+00, 3.621967595826647641e-16, -1.394471350797101307e-16, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, -8.149427090609955837e-16, 3.621967595826649120e-16, 0.000000000000000000e+00, -8.149427090609956823e-16, -1.000000000000000000e+00, 1.394471350797098349e-16, 0.000000000000000000e+00, 1.226099345454542355e+00, -5.261189835429382899e-01, 7.310787320264388711e+00, 1.000000000000000000e+00, 3.621967595826647641e-16, 1.000000000000000000e+00, -8.149427090609956823e-16, 0.000000000000000000e+00, -1.394471350797101307e-16, -8.149427090609955837e-16, -1.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 3.621967595826649120e-16, 1.394471350797098349e-16, 0.000000000000000000e+00, 7.310787320264387823e+00, -1.226099345454545464e+00, -5.261189835429382899e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
8.540161152797621114e+00, -1.292308919008264390e+00, -7.674502631823058030e-01, 8.540161152797621114e+00, 1.292308919008264390e+00, -7.674502631823093557e-01, 8.540161152797621114e+00, -4.440892098500626162e-16, -3.127547792018372519e-01, 8.540161152797621114e+00, -6.661338147750939243e-16, -3.158442154351210895e-01, 1.106666007662963302e+00, 5.000000000000000000e-01, 2.584617838016528779e+00, 8.552957047666762236e+00, 7.393641937459981328e+00, -9.596544733231070406e-16, 2.930927322322899098e+00, 2.410406731969031213e+00, -1.279391260106917118e-15, 5.761866002278581256e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.182229457856868393e+00, 3.461569599067879199e+00, 2.600000000000000089e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, -1.374560535234447782e-15, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.374560535234447782e-15, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.292308919008263279e+00, -7.674502631823075793e-01, 8.540161152797621114e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, -1.374560535234447782e-15, 0.000000000000000000e+00, -0.000000000000000000e+00, -1.374560535234447782e-15, -1.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.540161152797621114e+00, -1.292308919008264390e+00, -7.674502631823058030e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
9.813023323553899502e+00, -1.347781804958677609e+00, -9.696467407179916176e-01, 9.813023323553899502e+00, 1.347781804958677609e+00, -9.696467407179966136e-01, 9.813023323553899502e+00, -2.220446049250313081e-16, -3.480119504138797781e-01, 9.813023323553899502e+00, -2.220446049250313081e-16, -3.478351356410664952e-01, 1.094874743391036187e+00, 4.999999999999998890e-01, 2.695563609917355219e+00, 9.781128820698642201e+00, 8.601470531981572520e+00, 1.009552132680475417e-15, 3.480764843266899611e+00, 2.925976874368858560e+00, 0.000000000000000000e+00, 6.298580468634983553e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.717171009420246364e+00, 3.376066207681510889e+00, 2.799999999999999822e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, -1.853417071083839057e-15, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.853417071083839057e-15, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.347781804958675833e+00, -9.696467407179940601e-01, 9.813023323553899502e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, -1.853417071083839057e-15, 0.000000000000000000e+00, -0.000000000000000000e+00, -1.853417071083839057e-15, -1.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 9.813023323553899502e+00, -1.347781804958677609e+00, -9.696467407179916176e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.100000000000000000e+01, -1.371044628099173268e+00, -1.054438811942634224e+00, 1.100000000000000000e+01, 1.371044628099173268e+00, -1.054438811942639775e+00, 1.100000000000000000e+01, -2.220446049250313081e-16, -3.644208578452049485e-01, 1.100000000000000000e+01, 0.000000000000000000e+00, -3.618977110865070346e-01, 1.090213982943572191e+00, 4.999999999999998890e-01, 2.742089256198346536e+00, 1.036430020257085438e+01, 9.169171458612376924e+00, 1.031937705767336224e-15, 3.745156802218697845e+00, 3.174002101515592145e+00, 2.177993136763560819e-15, 6.539206052762580157e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.943778458474239024e+00, 3.351090075852441785e+00, 3.000000000000000000e+00, 0.000000000000000000e+00, -0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, -2.024410806678806394e-15, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.024410806678806394e-15, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.371044628099171048e+00, -1.054438811942636889e+00, 1.100000000000000000e+01, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, -2.024410806678806394e-15, 0.000000000000000000e+00, -0.000000000000000000e+00, -2.024410806678806394e-15, -1.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.100000000000000000e+01, -1.371044628099173268e+00, -1.054438811942634224e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.216680664897136133e+01, -1.333495986776859210e+00, -9.542057856780481462e-01, 1.216680664897136133e+01, 1.333495986776859210e+00, -9.542057856780530312e-01, 1.216527883252742193e+01, 0.000000000000000000e+00, -3.338490334239136992e-01, 1.216448162516681286e+01, -2.220446049250313081e-16, -3.330032705810030969e-01, 1.087147625106685611e+00, 4.999999999999998890e-01, 2.666991973553718420e+00, 9.345237720338619880e+00, 8.303413515992650318e+00, 2.988620060358793687e-15, 3.273845854922225129e+00, 2.790048828179216400e+00, 0.000000000000000000e+00, 6.128105712312296838e+00, -9.999780360087803244e-01, -1.213974156579685044e-17, -6.627782436270554869e-03, 5.653117501289184332e+00, 3.319914625500052452e+00, 3.200000000000000178e+00, 0.000000000000000000e+00, 6.627782436270554869e-03, -9.999780360087803244e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, -1.831604317936929184e-15, -1.213974156579685044e-17, 0.000000000000000000e+00, -1.831644548161702729e-15, -9.999780360087803244e-01, -6.627782436270554869e-03, 0.000000000000000000e+00, 1.333495986776857434e+00, -1.034823774924104489e+00, 1.216021514899004607e+01, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, -1.831644548161702729e-15, 0.000000000000000000e+00, 6.627782436270554869e-03, -1.831604317936929184e-15, -9.999780360087803244e-01, 0.000000000000000000e+00, -9.999780360087803244e-01, -1.213974156579685044e-17, -6.627782436270554869e-03, 0.000000000000000000e+00, 1.216680664897136133e+01, -1.333495986776859210e+00, -9.542057856780481462e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.339932876477816848e+01, -1.243956919008264439e+00, -7.115621806711709407e-01, 1.339932876477816848e+01, 1.243956919008264439e+00, -7.115621806711744934e-01, 1.339521659033434631e+01, -4.440892098500626162e-16, -2.597531657427315510e-01, 1.339312421519286467e+01, 0.000000000000000000e+00, -2.614500670706050300e-01, 1.079312517982836006e+00, 5.000000000000000000e-01, 2.487913838016528878e+00, 7.240376144163313654e+00, 6.497463876914868486e+00, 0.000000000000000000e+00, 2.346230549623236072e+00, 2.027145557329366632e+00, 5.791757134118327428e-16, 5.216751054207142246e+00, -9.997083191478045583e-01, -3.448753539408245468e-17, -2.415112060901901739e-02, 4.965629931839862010e+00, 3.263037188313131942e+00, 3.399999999999999911e+00, 0.000000000000000000e+00, 2.415112060901901739e-02, -9.997083191478045583e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, -1.427572517173107265e-15, -3.448753539408245468e-17, 0.000000000000000000e+00, -1.427989034231537592e-15, -9.997083191478045583e-01, -2.415112060901901739e-02, 0.000000000000000000e+00, 1.243956919008263329e+00, -1.034963436685979676e+00, 1.337823541309900399e+01, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, -1.427989034231537592e-15, 0.000000000000000000e+00, 2.415112060901901739e-02, -1.427572517173107265e-15, -9.997083191478045583e-01, 0.000000000000000000e+00, -9.997083191478045583e-01, -3.448753539408245468e-17, -2.415112060901901739e-02, 0.000000000000000000e+00, 1.339932876477816848e+01, -1.243956919008264439e+00, -7.115621806711709407e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.459844755609929301e+01, -1.137087709090909060e+00, -4.135912076023227635e-01, 1.459844755609929301e+01, 1.137087709090909060e+00, -4.135912076023247064e-01, 1.459384377816047262e+01, -6.661338147750939243e-16, -1.669403657632847759e-01, 1.459154870918261615e+01, -4.440892098500626162e-16, -1.690850849345055251e-01, 1.068901681288383365e+00, 5.000000000000001110e-01, 2.274175418181818120e+00, 5.260445898038097923e+00, 4.776671343996256702e+00, -1.230592990237141448e-15, 1.541554666621595793e+00, 1.355306455696627443e+00, -2.362712609681017005e-16, 4.256284651417200138e+00, -9.988032365973096294e-01, -4.178433450223552982e-17, -4.890904377248429802e-02, 4.160069657030967427e+00, 3.229394519338010916e+00, 3.600000000000000089e+00, 0.000000000000000000e+00, 4.890904377248429802e-02, -9.988032365973096294e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, -8.533049375088532675e-16, -4.178433450223552982e-17, 0.000000000000000000e+00, -8.543273652334816287e-16, -9.988032365973096294e-01, -4.890904377248429802e-02, 0.000000000000000000e+00, 1.137087709090908616e+00, -1.127092347312967480e+00, 1.456074831785152313e+01, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, -8.543273652334816287e-16, 0.000000000000000000e+00, 4.890904377248429802e-02, -8.533049375088532675e-16, -9.988032365973096294e-01, 0.000000000000000000e+00, -9.988032365973096294e-01, -4.178433450223552982e-17, -4.890904377248429802e-02, 0.000000000000000000e+00, 1.459844755609929301e+01, -1.137087709090909060e+00, -4.135912076023227635e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.566504423161361181e+01, -1.047548641322314289e+00, -1.473760771518258794e-01, 1.566504423161361181e+01, 1.047548641322314289e+00, -1.473760771518264345e-01, 1.566298588842388106e+01, 0.000000000000000000e+00, -7.456681200621459449e-02, 1.566196314187041239e+01, -2.220446049250313081e-16, -7.537007180662476380e-02, 1.059204451079011733e+00, 5.000000000000000000e-01, 2.095097282644628578e+00, 3.982801823998034951e+00, 3.655708553795322224e+00, 9.348996083504765997e-16, 1.066694538190782637e+00, 9.524175613728127487e-01, 3.950434430971796636e-16, 3.558235006255232147e+00, -9.972752484577445120e-01, -1.954602518843822656e-17, -7.377044674897924315e-02, 3.505645380787844267e+00, 3.231016263685802414e+00, 3.799999999999999822e+00, 0.000000000000000000e+00, 7.377044674897924315e-02, -9.972752484577445120e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, -2.642354490883001508e-16, -1.954602518843822656e-17, 0.000000000000000000e+00, -2.649573921511961245e-16, -9.972752484577445120e-01, -7.377044674897924315e-02, 0.000000000000000000e+00, 1.047548641322314289e+00, -1.302591825266971703e+00, 1.561148887913241978e+01, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, -2.649573921511961245e-16, 0.000000000000000000e+00, 7.377044674897924315e-02, -2.642354490883001508e-16, -9.972752484577445120e-01, 0.000000000000000000e+00, -9.972752484577445120e-01, -1.954602518843822656e-17, -7.377044674897924315e-02, 0.000000000000000000e+00, 1.566504423161361181e+01, -1.047548641322314289e+00, -1.473760771518258794e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.650000000000000000e+01, -1.010000000000000009e+00, 0.000000000000000000e+00, 1.650000000000000000e+01, 1.010000000000000009e+00, 0.000000000000000000e+00, 1.650000000000000355e+01, 0.000000000000000000e+00, -4.683038237552762852e-17, 1.650000000000000000e+01, -2.220446049250313081e-16, -1.036271165030734895e-16, 1.054860486048604606e+00, 5.000000000000000000e-01, 2.020000000000000018e+00, 3.537633590781508630e+00, 3.263052222340675712e+00, 1.756465343542383517e-16, 9.111816974659966428e-01, 8.188699588157151155e-01, -5.319818659662196919e-17, 3.294431291031291842e+00, -9.963317308626912228e-01, 0.000000000000000000e+00, -8.557500847884079442e-02, 3.239782630850772893e+00, 3.239782630850773781e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 8.557500847884080830e-02, -9.963317308626912228e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -9.963317308626913338e-01, -8.557500847884079442e-02, 0.000000000000000000e+00, 1.010000000000000009e+00, -1.411987639900873281e+00, 1.643947355923440412e+01, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.557500847884080830e-02, 0.000000000000000000e+00, -9.963317308626913338e-01, 0.000000000000000000e+00, -9.963317308626912228e-01, 0.000000000000000000e+00, -8.557500847884079442e-02, 0.000000000000000000e+00, 1.650000000000000000e+01, -1.010000000000000009e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.722336978666625740e+01, -9.674639999999999906e-01, 5.656115525193659843e-02, 1.722336978666625740e+01, 9.674639999999999906e-01, 5.656115525193658455e-02, 1.722336978666626095e+01, -4.440892098500626162e-16, 5.656115525193655680e-02, 1.722336978666626095e+01, -1.110223024625156540e-16, 5.656115525193643190e-02, 1.054875514021731631e+00, 5.000000000000000000e-01, 1.934927999999999981e+00, 3.109332988156102484e+00, 2.867933305358565388e+00, 1.131692887549700335e-15, 7.671447339698104217e-01, 6.894057243335520724e-01, 2.638064581598581738e-16, 3.022828589129506138e+00, -9.963317308626911117e-01, -6.137653748983402829e-19, -8.557500847884225159e-02, 3.103362656748957615e+00, 3.103362656748958948e+00, 4.200000000000000178e+00, 0.000000000000000000e+00, 8.557500847884226547e-02, -9.963317308626911117e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, -7.145940493447267686e-18, -6.137653748983402829e-19, 0.000000000000000000e+00, -7.172250237639053421e-18, -9.963317308626912228e-01, -8.557500847884225159e-02, 0.000000000000000000e+00, 9.674639999999999906e-01, -1.417536341816445278e+00, 1.716503005217762734e+01, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, -7.172250237639053421e-18, 0.000000000000000000e+00, 8.557500847884226547e-02, -7.145940493447267686e-18, -9.963317308626912228e-01, 0.000000000000000000e+00, -9.963317308626911117e-01, -6.137653748983402829e-19, -8.557500847884225159e-02, 0.000000000000000000e+00, 1.722336978666625740e+01, -9.674639999999999906e-01, 5.656115525193659843e-02, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
